NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CDC42	na	37	0.4114205837249756	0.011334262	Yes	
row_1	ENAH	na	108	0.3833385705947876	0.021284224	Yes	
row_2	GNA13	na	117	0.381890207529068	0.032257795	Yes	
row_3	PIK3CB	na	130	0.3792678415775299	0.043086313	Yes	
row_4	NRAS	na	162	0.3740754723548889	0.05343716	Yes	
row_5	PPP1CC	na	236	0.3644976019859314	0.06278737	Yes	
row_6	PPP1CB	na	282	0.3587345480918884	0.07245122	Yes	
row_7	PIP4K2C	na	336	0.3530111014842987	0.081811026	Yes	
row_8	NCKAP1	na	395	0.34847304224967957	0.09095285	Yes	
row_9	RHOA	na	462	0.3431732654571533	0.09980296	Yes	
row_10	PPP1R12A	na	479	0.34131553769111633	0.1094585	Yes	
row_11	IQGAP3	na	524	0.338227778673172	0.11854289	Yes	
row_12	ARPC2	na	563	0.3364834785461426	0.12767968	Yes	
row_13	GIT1	na	674	0.32871806621551514	0.13535286	Yes	
row_14	ACTG1	na	698	0.32745692133903503	0.14448486	Yes	
row_15	ITGAV	na	711	0.3266517221927643	0.15378252	Yes	
row_16	CFL1	na	756	0.32353654503822327	0.16243947	Yes	
row_17	WASF2	na	768	0.3229862153530121	0.17164765	Yes	
row_18	PAK1	na	883	0.316375732421875	0.178893	Yes	
row_19	MAPK1	na	1016	0.3104206919670105	0.18565567	Yes	
row_20	LIMK1	na	1134	0.3053579330444336	0.19252887	Yes	
row_21	PXN	na	1176	0.30406028032302856	0.20067073	Yes	
row_22	ITGA2	na	1204	0.3028727173805237	0.20901869	Yes	
row_23	ACTN4	na	1257	0.3006550669670105	0.2168724	Yes	
row_24	GNG12	na	1268	0.30000483989715576	0.22542913	Yes	
row_25	BCAR1	na	1278	0.2995760142803192	0.23399058	Yes	
row_26	ITGA5	na	1408	0.29492777585983276	0.24035406	Yes	
row_27	ITGAM	na	1474	0.2928658723831177	0.24775766	Yes	
row_28	MSN	na	1499	0.2919563949108124	0.2558396	Yes	
row_29	GNA12	na	1642	0.28684771060943604	0.2617445	Yes	
row_30	ITGB1	na	1646	0.2867848873138428	0.27003694	Yes	
row_31	CYFIP1	na	1649	0.2866983711719513	0.27834404	Yes	
row_32	ITGA3	na	1728	0.28423458337783813	0.28527305	Yes	
row_33	ACTN1	na	1857	0.28075358271598816	0.29124132	Yes	
row_34	IQGAP1	na	1898	0.2797282636165619	0.29869244	Yes	
row_35	PIP4K2A	na	1953	0.27842625975608826	0.305865	Yes	
row_36	PIP5K1C	na	1962	0.2782398462295532	0.31382287	Yes	
row_37	VCL	na	2020	0.2767140567302704	0.32089406	Yes	
row_38	SSH1	na	2022	0.27666252851486206	0.32892635	Yes	
row_39	RRAS2	na	2126	0.2732813358306885	0.33510694	Yes	
row_40	PAK4	na	2253	0.26967233419418335	0.34078717	Yes	
row_41	SLC9A1	na	2546	0.26162606477737427	0.34337986	Yes	
row_42	SSH2	na	2552	0.2615037262439728	0.35090235	Yes	
row_43	ABI2	na	2579	0.26046767830848694	0.35803372	Yes	
row_44	PAK2	na	2598	0.2598319947719574	0.36528412	Yes	
row_45	ARPC3	na	2696	0.2573007047176361	0.3711029	Yes	
row_46	SOS2	na	2788	0.25475338101387024	0.37695068	Yes	
row_47	WASF1	na	2840	0.2537022531032562	0.3834555	Yes	
row_48	PFN2	na	2923	0.25165650248527527	0.38936788	Yes	
row_49	ITGB5	na	2928	0.25155875086784363	0.39661822	Yes	
row_50	ARPC1B	na	2951	0.25082504749298096	0.4035378	Yes	
row_51	PIK3CA	na	2995	0.2495957463979721	0.41006064	Yes	
row_52	MYH9	na	3219	0.24461644887924194	0.4133445	Yes	
row_53	MAPK3	na	3484	0.238801971077919	0.4157544	Yes	
row_54	FN1	na	3554	0.2375882863998413	0.42148095	Yes	
row_55	MAP2K1	na	3612	0.2363467812538147	0.42737764	Yes	
row_56	ACTB	na	3732	0.23368749022483826	0.43213123	Yes	
row_57	PIKFYVE	na	3776	0.23265764117240906	0.43816125	Yes	
row_58	TMSB4XP8	na	3857	0.23148460686206818	0.44352114	Yes	
row_59	CRKL	na	3860	0.23146434128284454	0.4502212	Yes	
row_60	ROCK1	na	3901	0.23066887259483337	0.45624495	Yes	
row_61	PIP4K2B	na	3945	0.22987572848796844	0.46219403	Yes	
row_62	PPP1CA	na	4004	0.22869637608528137	0.46785092	Yes	
row_63	RAC1	na	4020	0.22844356298446655	0.47423965	Yes	
row_64	EZR	na	4077	0.22759705781936646	0.479899	Yes	
row_65	PIP5K1A	na	4419	0.2209310531616211	0.48046532	Yes	
row_66	TIAM2	na	4548	0.21882645785808563	0.48463184	Yes	
row_67	ITGB8	na	4719	0.21609537303447723	0.4879969	Yes	
row_68	FGF9	na	5249	0.20764972269535065	0.4849452	Yes	
row_69	ARPC5	na	5294	0.20695935189723969	0.49021035	Yes	
row_70	ITGB4	na	5341	0.20627637207508087	0.49542123	Yes	
row_71	SSH3	na	5525	0.20356005430221558	0.49819815	Yes	
row_72	LIMK2	na	5604	0.20264454185962677	0.5027533	Yes	
row_73	SCIN	na	5704	0.20101304352283478	0.5069	Yes	
row_74	ARPC1A	na	5921	0.1983393281698227	0.50895774	Yes	
row_75	KRAS	na	6046	0.1965983361005783	0.5125463	Yes	
row_76	BRK1	na	6475	0.19084380567073822	0.5107418	Yes	
row_77	APC	na	6663	0.1883368194103241	0.513007	Yes	
row_78	BRAF	na	6831	0.18630686402320862	0.51555693	Yes	
row_79	ITGAX	na	6854	0.18596786260604858	0.5205895	Yes	
row_80	PTK2	na	6947	0.18479904532432556	0.5243848	Yes	
row_81	PDGFA	na	6986	0.18421722948551178	0.52909136	Yes	
row_82	EGF	na	7474	0.17777836322784424	0.52589256	Yes	
row_83	TMSB4X	na	7658	0.17566104233264923	0.5278577	Yes	
row_84	ITGA11	na	7832	0.1735730618238449	0.52993405	Yes	
row_85	FGD1	na	7980	0.17218849062919617	0.532417	Yes	
row_86	ITGB3	na	8274	0.16914765536785126	0.5323018	Yes	
row_87	FGD3	na	8276	0.16914048790931702	0.53720576	Yes	
row_88	MYLK2	na	8343	0.16847102344036102	0.5409729	Yes	
row_89	ARPC4	na	8439	0.16761264204978943	0.5442166	Yes	
row_90	SOS1	na	8462	0.1673591136932373	0.5487077	Yes	
row_91	ARPC5L	na	8584	0.16611675918102264	0.551461	Yes	
row_92	ITGB6	na	8786	0.16415457427501678	0.55278194	Yes	
row_93	FGFR1	na	8966	0.16246312856674194	0.5544319	Yes	
row_94	RAF1	na	9162	0.16063548624515533	0.55575365	Yes	
